Chapter	ID	Title	AuthorList	Description
42	[T98]	Journaling the Linux ext2fs File System	Stephen C. Tweedie. The Fourth Annual Linux Expo, May 1998.	Tweedie did much of the heavy lifting in adding journaling to the Linux ext2 ﬁle system; the result, not surprisingly, is called ext3. Some nice design decisions include the strong focus on backwards compatibility, e.g., you can just add a journaling ﬁle to an existing ext2 ﬁle system and then mount it as an ext3 ﬁle system.
42	[GP94]	Metadata Update Performance in File Systems	Gregory R. Ganger and Yale N. Patt. OSDI ’94.	A clever paper about using careful ordering of writes as the main way to achieve consistency. Implemented later in BSD-based systems.
42	[C+13]	Optimistic Crash Consistency	Vijay Chidambaram, Thanu S. Pillai, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau . SOSP ’13, Nemacolin Woodlands Resort, PA, November 2013.	Our work on a more optimistic and higher performance journaling protocol. For workloads that call fsync() a lot, performance can be greatly improved.
42	[H87]	Reimplementing the Cedar File System Using Logging and Group Commit	Robert Hagmann. SOSP ’87, Austin, Texas, November 1987.	The ﬁrst work (that we know of) that applied write-ahead logging (a.k.a. journaling) to a ﬁle system.
42	[G+08]	SQCK: A Declarative File System Checker	Haryadi S. Gunawi, Abhishek Rajimwale, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau. OSDI ’08, San Diego, California.	Our own paper on a new and better way to build a ﬁle system checker using SQL queries. We also show some problems with the existing checker, ﬁnding numerous bugs and odd behaviors, a direct result of the complexity of fsck.
42	[T01]	The Linux ext2 File System	Theodore Ts’o, June, 2001.. Available online here: http://e2fsprogs.sourceforge.net/ext2.html.	A simple Linux ﬁle system based on the ideas found in FFS. For a while it was quite heavily used; now it is really just in the kernel as an example of a simple ﬁle system.
42	[B07]	ZFS: The Last Word in File Systems	Jeff Bonwick and Bill Moore. Available online: http://www.ostep.org/Citations/zfs_last.pdf. 	ZFS uses copy-on-write and journaling, actually, as in some cases, logging writes to disk will perform better.
43	[M94]	A Better Update Policy	Jeffrey C. Mogul. USENIX ATC ’94, June 1994.	In this paper, Mogul ﬁnds that read workloads can be harmed by buffering writes for too long and then sending them to the disk in a big burst. Thus, he recommends sending writes more frequently and in smaller batches.
43	[MJLF84]	A Fast File System for UNIX	Marshall K. McKusick, William N. Joy, Sam J. Lefﬂer, Robert S. Fabry. ACM TOCS, Volume 2:3, August 1984.	The original FFS paper; see the chapter on FFS for more details.
43	[R+13]	BTRFS: The Linux B-Tree Filesystem	Ohad Rodeh, Josef Bacik, Chris Mason. ACM Transactions on Storage, Volume 9 Issue 3, August 2013.	Finally, a good paper on BTRFS, a modern take on copy-on-write ﬁle systems.
43	[Z+12]	De-indirection for Flash-based SSDs with Nameless Writes	Yiying Zhang, Leo Prasath Arulraj, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau. FAST ’13, San Jose, California, February 2013.	Our paper on a new way to build ﬂash-based storage devices, to avoid redundant mappings in the ﬁle system and FTL. The idea is for the device to pick the physical location of a write, and return the address to the ﬁle system, which stores the mapping.
43	[RO91]	Design and Implementation of the Log-structured File System	Mendel Rosenblum and John Ousterhout. SOSP ’91, Paciﬁc Grove, CA, October 1991.	The original SOSP paper about LFS, which has been cited by hundreds of other papers and inspired many real systems.
43	[R92]	Design and Implementation of the Log-structured File System	Mendel Rosenblum. http://www.eecs.berkeley.edu/Pubs/TechRpts/1992/CSD-92-696.pdf.	The award-winning dissertation about LFS, with many of the details missing from the paper.
43	[HLM94]	File System Design for an NFS File Server Appliance	Dave Hitz, James Lau, Michael Malcolm. USENIX Spring ’94.	WAFL takes many ideas from LFS and RAID and puts it into a high-speed NFS appliance for the multi-billion dollar storage company NetApp.
43	[SS+95]	File system logging versus clustering: a performance comparison	Margo Seltzer, Keith A. Smith, Hari Balakrishnan, Jacqueline Chang, Sara McMains, Venkata Padmanabhan. USENIX 1995 Technical Conference, New Orleans, Louisiana, 1995.	A paper that showed the LFS performance sometimes has problems, particularly for workloads with many calls to fsync() (such as database workloads). The paper was controversial at the time.
43	[P98]	Hardware Technology Trends and Database Opportunities	David A. Patterson. ACM SIGMOD ’98 Keynote, 1998. Available online here: http://www.cs.berkeley.edu/ ~pattrsn/talks/keynote.html.	 A great set of slides on technology trends in computer systems. Hopefully, Patterson will create another of these sometime soon.
43	[MR+97]	Improving the Performance of Log-structured File Systems with Adaptive Methods	Jeanna Neefe Matthews, Drew Roselli, Adam M. Costello, Randolph Y. Wang, Thomas E. Anderson. SOSP 1997, pages 238-251, October, Saint Malo, France.	A more recent paper detailing better policies for cleaning in LFS.
43	[AD14]	Operating Systems: Three Easy Pieces (Chapter: Flash-based Solid State Drives) 	Remzi Arpaci-Dusseau and Andrea Arpaci-Dusseau. Arpaci-Dusseau Books, 2014.	A bit gauche to refer you to another chapter in this very book, but who are we to judge?
43	[L77]	Physical Integrity in a Large Segmented Database	R. Lorie. ACM Transactions on Databases, Volume 2:1, 1977.	The original idea of shadow paging is presented here.
43	[H+17]	The Unwritten Contract of of Solid State Drives	Jun He, Sudarsun Kannan, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau. EuroSys ’17, April 2017.	Which unwritten rules one must follow to extract high performance from an SSD? Interestingly, both request scale (large or parallel requests) and locality still matter, even on SSDs. The more things change ...
43	[SO90]	Write-Only Disk Caches	Jon A. Solworth, Cyril U. Orji. SIGMOD ’90, Atlantic City, New Jersey, May 1990.	An early study of write buffering and its beneﬁts. However, buffering for too long can be harmful: see Mogul [M94] for details.
43	[B07]	ZFS: The Last Word in File Systems	Jeff Bonwick and Bill Moore. Copy Available: http://www.ostep.org/Citations/zfs_last.pdf. 	Slides on ZFS; unfortunately, there is no great ZFS paper (yet). Maybe you will write one, so we can cite it here?
44	[L+07]	A Log Buffer-Based Flash Translation Layer by Using Fully-Associative Sector Translation.	Sang-won Lee, Tae-Sun Chung, Dong-Ho Lee, Sangwon Park, Ha-Joo Song. ACM Transactions on Embedded Computing Systems, Volume 6, Number 3, July 2007	A terriﬁc paper about how to build hybrid log/block mappings.
44	[KK+02]	A Space-Efﬁcient Flash Translation Layer For Compact Flash Systems	Jesung Kim, Jong Min Kim, Sam H. Noh, Sang Lyul Min, Yookun Cho. IEEE Transactions on Consumer Electronics, Volume 48, Number 2, May 2002.	One of the earliest proposals to suggest hybrid mappings.
44	[M+14]	A Survey of Address Translation Technologies for Flash Memories	Dongzhe Ma, Jianhua Feng, Guoliang Li. ACM Computing Surveys, Volume 46, Number 3, January 2014.	Probably the best recent survey of ﬂash and related technologies.
44	[A15]	Amazon Pricing Study	Remzi Arpaci-Dusseau. February, 2015.	This is not an actual paper, but rather one of the authors going to Amazon and looking at current prices of hard drives and SSDs. You too can repeat this study, and see what the costs are today. Do it!
44	[H+14]	An Aggressive Worn-out Flash Block Management Scheme To Alleviate SSD Performance Degradation	Ping Huang, Guanying Wu, Xubin He, Weijun Xiao. EuroSys ’14, 2014.	Recent work showing how to really get the most out of worn-out ﬂash blocks; neat!
44	[GC+09]	Characterizing Flash Memory: Anomalies, Observations, and Applications	L. M. Grupp, A. M. Caulﬁeld, J. Coburn, S. Swanson, E. Yaakobi, P. H. Siegel, J. K. Wolf. IEEE MICRO ’09, New York, New York, December 2009.	Another excellent characterization of ﬂash performance.
44	[B+12]	CORFU: A Shared Log Design for Flash Clusters	M. Balakrishnan, D. Malkhi, V. Prabhakaran, T. Wobber, M. Wei, J. D. Davis. NSDI ’12, San Jose, California, April 2012.	A new way to think about designing a high-performance replicated log for clusters using Flash.
44	[Z+12]	De-indirection for Flash-based SSDs with Nameless Writes	Yiying Zhang, Leo Prasath Arulraj, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau. FAST ’13, San Jose, California, February 2013.	Our research on a new idea to reduce mapping table space; the key is to re-use the pointers in the ﬁle system above to store locations of blocks, instead of adding another level of indirection.
44	[A+08]	Design Tradeoffs for SSD Performance	N. Agrawal, V. Prabhakaran, T. Wobber, J. D. Davis, M. Manasse, R. Panigrahy. USENIX ’08, San Diego California, June 2008.	An excellent overview of what goes into SSD design.
44	[GY+09]	DFTL: a Flash Translation Layer Employing Demand-Based Selective Caching of Page-Level Address Mappings	Aayush Gupta, Youngjae Kim, Bhuvan Urgaonkar. ASPLOS ’09, Washington, D.C., March 2009.	This paper gives an excellent overview of different strategies for cleaning within hybrid SSDs as well as a new scheme which saves mapping table space and improves performance under many workloads.
44	[J10]	Failure Mechanisms and Models for Semiconductor Devices	Unknown author. Report JEP122F, November 2010. Available on the internet at this exciting so-called web site: http://www.jedec.org/sites/default/files/docs/JEP122F.pdf.	A highly detailed discussion of what is going on at the device level and how such devices fail. Only for those not faint of heart. Or physicists. Or both.
44	[CG+09]	Gordon: Using Flash Memory to Build Fast, Power-efﬁcient Clusters for Data-intensive Applications	Adrian M. Caulﬁeld, Laura M. Grupp, Steven Swanson. ASPLOS ’09, Washington, D.C., March 2009.	Early research on assembling ﬂash into larger-scale clusters; deﬁnitely worth a read.
44	[W15]	List of Ships Sunk by Icebergs	Many authors. Available at this location on the "web": http://en.wikipedia.org/wiki/List of ships sunk by icebergs. 	Yes, there is a wikipedia page about ships sunk by icebergs. It is a really boring page and basically everyone knows the only ship the iceberg-sinking-maﬁa cares about is the Titanic.
44	[AD14]	Operating Systems: Three Easy Pieces	Chapters: Crash Consistency: FSCK and Journaling and Log-Structured File Systems. Remzi Arpaci-Dusseau and Andrea Arpaci-Dusseau. 	A lot more detail here about how logging can be used in ﬁle systems; some of the same ideas can be applied inside devices too as need be.
44	[T15]	Performance Charts Hard Drives	Tom’s Hardware. January 2015. Available here: http://www.tomshardware.com/charts/enterprise-hdd-charts.	Yet another site with performance data, this time focusing on hard drives.
44	[S13]	The Seagate 600 and 600 Pro SSD Review	Anand Lal Shimpi. AnandTech, May 7, 2013. Available: http://www.anandtech.com/show/6935/seagate-600-ssd-review.	One of many SSD performance measurements available on the internet. Haven’t heard of the internet? No problem. Just go to your web browser and type "internet" into the search tool. You’ll be amazed at what you can learn.
44	[G14]	The SSD Endurance Experiment	Geoff Gasior. The Tech Report, September 19, 2014. Available: http://techreport.com/review/27062.	A nice set of simple experiments measuring performance of SSDs over time. There are many other similar studies; use google to ﬁnd more.
44	[HK+17]	The Unwritten Contract of Solid State Drives	Jun He, Sudarsun Kannan, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau. EuroSys ’17, Belgrade, Serbia, April 2017.	Our own paper which lays out ﬁve rules clients should follow in order to get the best performance out of modern SSDs. The rules are request scale, locality, aligned sequentiality, grouping by death time, and uniform lifetime. Read the paper for details!
44	[CK+09]	Understanding Intrinsic Characteristics and System Implications of Flash Memory based Solid State Drives	Feng Chen, David A. Koufaty, and Xiaodong Zhang. SIGMETRICS/Performance ’09, Seattle, Washington, June 2009.	An excellent overview of SSD performance problems circa 2009 (though now a little dated).
44	[V12]	Understanding TLC Flash	Kristian Vatto. AnandTech, September, 2012. Available: http://www.anandtech.com/show/5067/understanding-tlc-nand.	A short description about TLC ﬂash and its characteristics.
44	[BD10]	Write Endurance in Flash Drives: Measurements and Analysis	Simona Boboila, Peter Desnoyers. FAST ’10, San Jose, California, February 2010.	A cool paper that reverse engineers ﬂash-device lifetimes. Endurance sometimes far exceeds manufacturer predictions, by up to 100×.
44	[B07]	ZFS: The Last Word in File Systems	Jeff Bonwick and Bill Moore. Available here: http://www.ostep.org/Citations/zfs_last.pdf. 	Was this the last word in ﬁle systems? No, but maybe it’s close.
45	[B+08]	An Analysis of Data Corruption in the Storage Stack	Lakshmi N. Bairavasundaram, Garth R. Goodson, Bianca Schroeder, Andrea C. Arpaci-Dusseau, Remzi H. ArpaciDusseau. FAST ’08, San Jose, CA, February 2008.	The ﬁrst paper to truly study disk corruption in great detail, focusing on how often such corruption occurs over three years for over 1.5 million drives.
45	[B+07]	An Analysis of Latent Sector Errors in Disk Drives	L. Bairavasundaram, G. Goodson, S. Pasupathy, J. Schindler. SIGMETRICS ’07, San Diego, CA.	The ﬁrst paper to study latent sector errors in detail. The paper also won the Kenneth C. Sevcik Outstanding Student Paper award, named after a brilliant researcher and wonderful guy who passed away too soon. To show the OSTEP authors it was possible to move from the U.S. to Canada, Ken once sang us the Canadian national anthem, standing up in the middle of a restaurant to do so. We chose the U.S., but got this memory.
45	[F82]	An Arithmetic Checksum for Serial Transmissions	John G. Fletcher. IEEE Transactions on Communication, Vol. 30:1, January 1982.	Fletcher’s original work on his eponymous checksum. He didn’t call it the Fletcher checksum, rather he just didn’t call it anything; later, others named it after him. So don’t blame old Fletch for this seeming act of braggadocio. This anecdote might remind you of Rubik; Rubik never called it "Rubik’s cube”; rather, he just called it "my cube.”
45	[F04]	Checksums and Error Control	Peter M. Fenwick. Copy available online here: http://www.ostep.org/Citations/checksums-03.pdf.	A great simple tutorial on checksums, available to you for the amazing cost of free.
45	[BS04]	Commercial Fault Tolerance: A Tale of Two Systems	Wendy Bartlett, Lisa Spainhower. IEEE Transactions on Dependable and Secure Computing, Vol. 1:1, January 2004.	This classic in building fault tolerant systems is an excellent overview of the state of the art from both IBM and Tandem. Another must read for those interested in the area.
45	[M13]	Cyclic Redundancy Checks	unknown. Available: http://www.mathpages.com/ home/kmath458.htm.	A super clear and concise description of CRCs. The internet is full of information, as it turns out.
45	[RO91]	Design and Implementation of the Log-structured File System	Mendel Rosenblum and John Ousterhout. SOSP ’91, Paciﬁc Grove, CA, October 1991.	So cool we cite it again.
45	[HLM94]	File System Design for an NFS File Server Appliance	Dave Hitz, James Lau, Michael Malcolm. USENIX Spring ’94.	The pioneering paper that describes the ideas and product at the heart of NetApp’s core. Based on this system, NetApp has grown into a multi-billion dollar storage company. To learn more about NetApp, read Hitz’s autobiography "How to Castrate a Bull” (which is the actual title, no joking). And you thought you could avoid bull castration by going into CS.
45	[S90]	Implementing Fault-Tolerant Services Using The State Machine Approach: A Tutorial	Fred B. Schneider. ACM Surveys, Vol. 22, No. 4, December 1990.	How to build fault tolerant services. A must read for those building distributed systems.
45	[P+05]	IRON File Systems	V. Prabhakaran, L. Bairavasundaram, N. Agrawal, H. Gunawi, A. Arpaci-Dusseau, R. Arpaci-Dusseau. SOSP ’05, Brighton, England.	Our paper on how disks have partial failure modes, and a detailed study of how modern ﬁle systems react to such failures. As it turns out, rather poorly! We found numerous bugs, design ﬂaws, and other oddities in this work. Some of this has fed back into the Linux community, thus improving ﬁle system reliability. You’re welcome!
45	[K+08]	Parity Lost and Parity Regained	Andrew Krioukov, Lakshmi N. Bairavasundaram, Garth R. Goodson, Kiran Srinivasan, Randy Thelen, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau. FAST ’08, San Jose, CA, February 2008.	This work explores how different checksum schemes work (or don’t work) in protecting data. We reveal a number of interesting ﬂaws in current protection strategies.
45	[C+04]	Row-Diagonal Parity for Double Disk Failure Correction	P. Corbett, B. English, A. Goel, T. Grcanac, S. Kleiman, J. Leong, S. Sankar. FAST ’04, San Jose, CA, February 2004.	An early paper on how extra redundancy helps to solve the combined full-disk-failure/partial-disk-failure problem. Also a nice example of how to mix more theoretical work with practical.
45	[Z+13]	Zettabyte Reliability with Flexible End-to-end Data Integrity	Y. Zhang, D. Myers, A. Arpaci-Dusseau, R. Arpaci-Dusseau. MSST ’13, Long Beach, California, May 2013.	How to add data protection to the page cache of a system. Out of space, otherwise we would write something...
48	[VJ88]	Congestion Avoidance and Control	Van Jacobson. SIGCOMM ’88 .	A pioneering paper on how clients should adjust to perceived network congestion; deﬁnitely one of the key pieces of technology underlying the Internet, and a must read for anyone serious about systems, and for Van Jacobson’s relatives because well relatives should read all of your papers.
48	[SRC84]	End-To-End Arguments in System Design	Jerome H. Saltzer, David P. Reed, David D. Clark. ACM TOCS, 2:4, November 1984.	A beautiful discussion of layering, abstraction, and where functionality must ultimately reside in computer systems.
48	[BN84]	Implementing Remote Procedure Calls	Andrew D. Birrell, Bruce Jay Nelson. ACM TOCS, Volume 2:1, February 1984.	The foundational RPC system upon which all others build. Yes, another pioneering effort from our friends at Xerox PARC.
48	[LH89]	Memory Coherence in Shared Virtual Memory Systems	Kai Li and Paul Hudak. ACM TOCS, 7:4, November 1989.	The introduction of software-based shared memory via virtual memory. An intriguing idea for sure, but not a lasting or good one in the end.
48	[SK09]	Principles of Computer System Design	Jerome H. Saltzer and M. Frans Kaashoek. Morgan-Kaufmann, 2009.	An excellent book on systems, and a must for every bookshelf. One of the few terriﬁc discussions on naming we’ve seen.
48	[A70]	The ALOHA System — Another Alternative for Computer Communications	Norman Abramson. The 1970 Fall Joint Computer Conference.	The ALOHA network pioneered some basic concepts in networking, including exponential back-off and retransmit, which formed the basis for communication in shared-bus Ethernet networks for years.
48	[MK09]	The Effectiveness of Checksums for Embedded Control Networks	Theresa C. Maxino and Philip J. Koopman. IEEE Transactions on Dependable and Secure Computing, 6:1, January ’09.	A nice overview of basic checksum machinery and some performance and robustness comparisons between them.
49	[HLM94]	File System Design for an NFS File Server Appliance	Dave Hitz, James Lau, Michael Malcolm. USENIX Winter 1994. San Francisco, California, 1994.	Hitz et al. were greatly inﬂuenced by previous work on log-structured ﬁle systems.
49	[NT94]	Kerberos: An Authentication Service for Computer Networks	B. Clifford Neuman, Theodore Ts’o. IEEE Communications, 32(9):33-38, September 1994.	Kerberos is an early and hugely inﬂuential authentication service. We probably should write a book chapter about it sometime...
49	[V72]	La Begueule	Francois-Marie Arouet a.k.a. Voltaire. Published in 1772.	Voltaire said a number of clever things, this being but one example. For example, Voltaire also said "If you have two religions in your land, the two will cut each others throats; but if you have thirty religions, they will dwell in peace.” What do you say to that, Democrats and Republicans?
49	[ES03]	New NFS Tracing Tools and Techniques for System Analysis	Daniel Ellard and Margo Seltzer. LISA ’03, San Diego, California.	An intricate, careful analysis of NFS done via passive tracing. By simply monitoring network trafﬁc, the authors show how to derive a vast amount of ﬁle system understanding.
49	[C00]	NFS Illustrated	Brent Callaghan. Addison-Wesley Professional Computing Series, 2000.	A great NFS reference; incredibly thorough and detailed per the protocol itself.
49	[P+94]	NFS Version 3: Design and Implementation	Brian Pawlowski, Chet Juszczak, Peter Staubach, Carl Smith, Diane Lebel, Dave Hitz. USENIX Summer 1994, pages 137-152.	The small modiﬁcations that underlie NFS version 3.
49	[Sun89]	NFS: Network File System Protocol Speciﬁcation	Sun Microsystems, Inc. Request for Comments: 1094, March 1989. Available: http://www.ietf.org/rfc/rfc1094.txt.	The dreaded speciﬁcation; read it if you must, i.e., you are getting paid to read it. Hopefully, paid a lot. Cash money!
49	[AKW88]	The AWK Programming Language	Alfred V. Aho, Brian W. Kernighan, Peter J. Weinberger. Pearson, 1988 (1st edition).	A concise, wonderful book about awk. We once had the pleasure of meeting Peter Weinberger; when he introduced himself, he said I’m Peter Weinberger, you know, the ’W’ in awk?” As huge awk fans, this was a moment to savor. One of us (Remzi) then said, I love awk! I particularly love the book, which makes everything so wonderfully clear.” Weinberger replied (crestfallen), "Oh, Kernighan wrote the book.”
49	[RO91]	The Design and Implementation of the Log-structured File System	Mendel Rosenblum, John Ousterhout. Symposium on Operating Systems Principles (SOSP), 1991. LFS again.	No, you can never get enough LFS.
49	[P+00]	The NFS version 4 protocol	Brian Pawlowski, David Noveck, David Robinson, Robert Thurlow. 2nd International System Administration and Networking Conference (SANE 2000).	Undoubtedly the most literary paper on NFS ever written.
49	[O91]	The Role of Distributed State	John K. Ousterhout. 1991. Available at this site: ftp://ftp.cs.berkeley.edu/ucb/sprite/papers/state.ps.	A rarely referenced discussion of distributed state; a broader perspective on the problems and challenges.
49	[S86]	The Sun Network File System: Design, Implementation and Experience	Russel Sandberg. USENIX Summer 1986.	The original NFS paper; though a bit of a challenging read, it is worthwhile to see the source of these wonderful ideas.
49	[K86]	Vnodes: An Architecture for Multiple File System Types in Sun U NIX	Steve R. Kleiman. USENIX Summer ’86, Atlanta, Georgia.	This paper shows how to build a ﬂexible ﬁle system architecture into an operating system, enabling multiple different ﬁle system implementations to coexist. Now used in virtually every modern operating system in some form.
50	[R+00]	A Comparison of File System Workloads	Drew Roselli, Jacob R. Lorch, Thomas E. Anderson. USENIX ’00, San Diego, California, June 2000.	A more recent set of traces as compared to the Baker paper [B+91], with some interesting twists.
50	[H+11]	A File is Not a File: Understanding the I/O Behavior of Apple Desktop Applications	Tyler Harter, Chris Dragga, Michael Vaughn, Andrea C. Arpaci-Dusseau, Remzi H. ArpaciDusseau. SOSP ’11, New York, New York, October 2011.	Our own paper studying the behavior of Apple Desktop workloads; turns out they are a bit different than many of the server-based workloads the systems research community usually focuses upon. Also a good recent reference which points to a lot of related work.
50	[V99]	File system usage in Windows NT 4.0	Werner Vogels. SOSP ’99, Kiawah Island Resort, South Carolina, December 1999.	A cool study of Windows workloads, which are inherently different than many of the U NIX-based studies that had previously been done.
50	[B+91]	Measurements of a Distributed File System	Mary Baker, John Hartman, Martin Kupfer, Ken Shirriff, John Ousterhout. SOSP ’91, Paciﬁc Grove, California, October 1991.	An early paper measuring how people use distributed ﬁle systems. Matches much of the intuition found in AFS.
50	[H+88]	Scale and Performance in a Distributed File System	John H. Howard, Michael L. Kazar, Sherri G. Menees, David A. Nichols, M. Satyanarayanan, Robert N. Sidebotham, Michael J. West. ACM Transactions on Computing Systems (ACM TOCS), Volume 6:1, February 1988.	The long journal version of the famous AFS system, still in use in a number of places throughout the world, and also probably the earliest clear thinking on how to build distributed ﬁle systems. A wonderful combination of the science of measurement and principled engineering.
50	[S+85]	The ITC Distributed File System: Principles and Design	M. Satyanarayanan, J.H. Howard, D.A. Nichols, R.N. Sidebotham, A. Spector, M.J. West. SOSP ’85, Orcas Island, Washington, December 1985.	The older paper about a distributed ﬁle system. Much of the basic design of AFS is in place in this older system, but not the improvements for scale. The name change to "Andrew” is an homage to two people both named Andrew, Andrew Carnegie and Andrew Mellon. These two rich dudes started the Carnegie Institute of Technology and the Mellon Institute of Industrial Research, respectively, which eventually merged to become what is now known as Carnegie Mellon University.
